title,company,location,education,experience,skills,description
Chef,Population Services International,Adama,Diploma,4,"Django, NumPy, HTML, Research, Teamwork","We are looking for a Chef at Population Services International in Adama. Requirements: Diploma degree, 4 years experience, skills: Django, NumPy, HTML, Research, Teamwork."
Software Developer,Techno Serve,Dire Dawa,Bachelor's,2,"Microsoft Office, AWS, Research, QuickBooks, CCNA","We are looking for a Software Developer at Techno Serve in Dire Dawa. Requirements: Bachelor's degree, 2 years experience, skills: Microsoft Office, AWS, Research, QuickBooks, CCNA."
Procurement Officer,Ethiopian Airlines,Jimma,Bachelor's,10,"Sales, Customer Service, Communication, Flask, Marketing, Django, SQL, Accounting","We are looking for a Procurement Officer at Ethiopian Airlines in Jimma. Requirements: Bachelor's degree, 10 years experience, skills: Sales, Customer Service, Communication, Flask, Marketing, Django, SQL, Accounting."
Logistics Coordinator,Habesha Breweries,Debre Zeit,Master's,0,"SQL, Writing, Microsoft Office, AWS","We are looking for a Logistics Coordinator at Habesha Breweries in Debre Zeit. Requirements: Master's degree, 0 years experience, skills: SQL, Writing, Microsoft Office, AWS."
Network Administrator,Habesha Breweries,Jimma,High School,8,"Marketing, Teamwork, Sales, AWS","We are looking for a Network Administrator at Habesha Breweries in Jimma. Requirements: High School degree, 8 years experience, skills: Marketing, Teamwork, Sales, AWS."
Project Manager,Techno Serve,Hawassa,High School,9,"Microsoft Office, NumPy, Sales, Ethical Hacking, CCNA","We are looking for a Project Manager at Techno Serve in Hawassa. Requirements: High School degree, 9 years experience, skills: Microsoft Office, NumPy, Sales, Ethical Hacking, CCNA."
Network Administrator,World Food Programme,Debre Zeit,Diploma,3,"Ethical Hacking, Python, Flask, Networking","We are looking for a Network Administrator at World Food Programme in Debre Zeit. Requirements: Diploma degree, 3 years experience, skills: Ethical Hacking, Python, Flask, Networking."
Procurement Officer,Dashen Bank,Debre Zeit,High School,6,"Git, HTML, SAP, TensorFlow","We are looking for a Procurement Officer at Dashen Bank in Debre Zeit. Requirements: High School degree, 6 years experience, skills: Git, HTML, SAP, TensorFlow."
Financial Analyst,Ministry of Education,Dire Dawa,Diploma,9,"Leadership, Excel, Communication, Flask, NumPy, PyTorch","We are looking for a Financial Analyst at Ministry of Education in Dire Dawa. Requirements: Diploma degree, 9 years experience, skills: Leadership, Excel, Communication, Flask, NumPy, PyTorch."
Graphic Designer,NIB Insurance,Addis Ababa,Bachelor's,5,"Django, Project Management, Ethical Hacking, Excel, Pandas, Amharic, Microsoft Office","We are looking for a Graphic Designer at NIB Insurance in Addis Ababa. Requirements: Bachelor's degree, 5 years experience, skills: Django, Project Management, Ethical Hacking, Excel, Pandas, Amharic, Microsoft Office."
Civil Engineer,Techno Serve,Mekelle,Bachelor's,4,"Teaching, SQL, Accounting, Java","We are looking for a Civil Engineer at Techno Serve in Mekelle. Requirements: Bachelor's degree, 4 years experience, skills: Teaching, SQL, Accounting, Java."
Nurse,Awash Bank,Debre Zeit,Diploma,4,"HTML, Scikit-learn, Pandas, Flask, QuickBooks, AWS, Customer Service","We are looking for a Nurse at Awash Bank in Debre Zeit. Requirements: Diploma degree, 4 years experience, skills: HTML, Scikit-learn, Pandas, Flask, QuickBooks, AWS, Customer Service."
Graphic Designer,CARE Ethiopia,Bahir Dar,Master's,1,"Java, Teamwork, Django, Customer Service, CCNA, Project Management","We are looking for a Graphic Designer at CARE Ethiopia in Bahir Dar. Requirements: Master's degree, 1 years experience, skills: Java, Teamwork, Django, Customer Service, CCNA, Project Management."
Civil Engineer,SOS Children's Villages,Dire Dawa,Diploma,2,"Java, Machine Learning, NumPy, Sales","We are looking for a Civil Engineer at SOS Children's Villages in Dire Dawa. Requirements: Diploma degree, 2 years experience, skills: Java, Machine Learning, NumPy, Sales."
Customer Service Officer,SOS Children's Villages,Hawassa,Diploma,5,"HTML, QuickBooks, Sales, Pandas, NumPy","We are looking for a Customer Service Officer at SOS Children's Villages in Hawassa. Requirements: Diploma degree, 5 years experience, skills: HTML, QuickBooks, Sales, Pandas, NumPy."
Marketing Officer,PSI Ethiopia,Adama,Diploma,9,"Django, Sales, Flask, Docker, Cisco, TensorFlow","We are looking for a Marketing Officer at PSI Ethiopia in Adama. Requirements: Diploma degree, 9 years experience, skills: Django, Sales, Flask, Docker, Cisco, TensorFlow."
Administrative Assistant,Habesha Breweries,Adama,Bachelor's,9,"Project Management, Microsoft Office, Cybersecurity, SAP, Leadership, Writing, Scikit-learn","We are looking for a Administrative Assistant at Habesha Breweries in Adama. Requirements: Bachelor's degree, 9 years experience, skills: Project Management, Microsoft Office, Cybersecurity, SAP, Leadership, Writing, Scikit-learn."
Marketing Officer,Population Services International,Dire Dawa,Diploma,2,"Teaching, Docker, PyTorch, English","We are looking for a Marketing Officer at Population Services International in Dire Dawa. Requirements: Diploma degree, 2 years experience, skills: Teaching, Docker, PyTorch, English."
Auditor,Habesha Breweries,Hawassa,High School,3,"Microsoft Office, Networking, Teamwork, Teaching, TensorFlow, Project Management, Communication, Cybersecurity","We are looking for a Auditor at Habesha Breweries in Hawassa. Requirements: High School degree, 3 years experience, skills: Microsoft Office, Networking, Teamwork, Teaching, TensorFlow, Project Management, Communication, Cybersecurity."
Marketing Officer,Oxfam GB,Hawassa,Master's,5,"Git, CSS, Django, Flask, TensorFlow, NumPy, Accounting","We are looking for a Marketing Officer at Oxfam GB in Hawassa. Requirements: Master's degree, 5 years experience, skills: Git, CSS, Django, Flask, TensorFlow, NumPy, Accounting."
Civil Engineer,Population Services International,Hawassa,High School,6,"Machine Learning, Cisco, Marketing, Amharic, Teamwork","We are looking for a Civil Engineer at Population Services International in Hawassa. Requirements: High School degree, 6 years experience, skills: Machine Learning, Cisco, Marketing, Amharic, Teamwork."
Data Analyst,Ministry of Education,Gondar,High School,4,"Communication, Teaching, Linux, Machine Learning","We are looking for a Data Analyst at Ministry of Education in Gondar. Requirements: High School degree, 4 years experience, skills: Communication, Teaching, Linux, Machine Learning."
Procurement Officer,Dashen Bank,Addis Ababa,Diploma,7,"SQL, Docker, Customer Service","We are looking for a Procurement Officer at Dashen Bank in Addis Ababa. Requirements: Diploma degree, 7 years experience, skills: SQL, Docker, Customer Service."
Architect,Pathfinder International,Gondar,High School,4,"Oracle, CCNA, AWS","We are looking for a Architect at Pathfinder International in Gondar. Requirements: High School degree, 4 years experience, skills: Oracle, CCNA, AWS."
Electrician,Oxfam GB,Hawassa,High School,5,"NumPy, Excel, Accounting, Java","We are looking for a Electrician at Oxfam GB in Hawassa. Requirements: High School degree, 5 years experience, skills: NumPy, Excel, Accounting, Java."
Nurse,Habesha Breweries,Adama,Master's,3,"NumPy, Teaching, Oracle, Teamwork","We are looking for a Nurse at Habesha Breweries in Adama. Requirements: Master's degree, 3 years experience, skills: NumPy, Teaching, Oracle, Teamwork."
Mechanic,Ethiopian Airlines,Adama,High School,10,"JavaScript, Docker, Leadership, NumPy, Java","We are looking for a Mechanic at Ethiopian Airlines in Adama. Requirements: High School degree, 10 years experience, skills: JavaScript, Docker, Leadership, NumPy, Java."
Nurse,World Food Programme,Jimma,High School,8,"Excel, SQL, Marketing","We are looking for a Nurse at World Food Programme in Jimma. Requirements: High School degree, 8 years experience, skills: Excel, SQL, Marketing."
Marketing Officer,Awash Bank,Bahir Dar,Bachelor's,3,"Accounting, Flask, Linux, QuickBooks, Amharic, Marketing","We are looking for a Marketing Officer at Awash Bank in Bahir Dar. Requirements: Bachelor's degree, 3 years experience, skills: Accounting, Flask, Linux, QuickBooks, Amharic, Marketing."
Civil Engineer,Techno Serve,Debre Zeit,Diploma,8,"Accounting, JavaScript, Sales, Ethical Hacking, CCNA","We are looking for a Civil Engineer at Techno Serve in Debre Zeit. Requirements: Diploma degree, 8 years experience, skills: Accounting, JavaScript, Sales, Ethical Hacking, CCNA."
Civil Engineer,Addis Ababa University,Dire Dawa,Master's,2,"Java, Microsoft Office, Pandas, Oracle, Writing, SQL, Networking","We are looking for a Civil Engineer at Addis Ababa University in Dire Dawa. Requirements: Master's degree, 2 years experience, skills: Java, Microsoft Office, Pandas, Oracle, Writing, SQL, Networking."
Content Writer,Ministry of Education,Dire Dawa,Master's,3,"SQL, Amharic, Customer Service, Pandas, CCNA","We are looking for a Content Writer at Ministry of Education in Dire Dawa. Requirements: Master's degree, 3 years experience, skills: SQL, Amharic, Customer Service, Pandas, CCNA."
Project Manager,Ethio Telecom,Bahir Dar,Master's,7,"AWS, Java, Research","We are looking for a Project Manager at Ethio Telecom in Bahir Dar. Requirements: Master's degree, 7 years experience, skills: AWS, Java, Research."
Software Developer,Ethiopian Airlines,Mekelle,Master's,6,"Linux, Ethical Hacking, Flask","We are looking for a Software Developer at Ethiopian Airlines in Mekelle. Requirements: Master's degree, 6 years experience, skills: Linux, Ethical Hacking, Flask."
Accountant,Ethiopian Airlines,Addis Ababa,High School,9,"Project Management, Research, CSS, SAP, AWS, PyTorch, Customer Service","We are looking for a Accountant at Ethiopian Airlines in Addis Ababa. Requirements: High School degree, 9 years experience, skills: Project Management, Research, CSS, SAP, AWS, PyTorch, Customer Service."
Financial Analyst,Techno Serve,Jimma,High School,0,"Linux, Writing, Teaching, Networking","We are looking for a Financial Analyst at Techno Serve in Jimma. Requirements: High School degree, 0 years experience, skills: Linux, Writing, Teaching, Networking."
Human Resources Assistant,Addis Ababa University,Hawassa,High School,9,"Research, Django, Excel","We are looking for a Human Resources Assistant at Addis Ababa University in Hawassa. Requirements: High School degree, 9 years experience, skills: Research, Django, Excel."
Auditor,Pathfinder International,Mekelle,High School,8,"Pandas, Microsoft Office, Communication, Marketing, SQL","We are looking for a Auditor at Pathfinder International in Mekelle. Requirements: High School degree, 8 years experience, skills: Pandas, Microsoft Office, Communication, Marketing, SQL."
Customer Service Officer,World Food Programme,Addis Ababa,Master's,9,"Machine Learning, Accounting, Data Analysis, CSS, Oracle, Marketing, Java","We are looking for a Customer Service Officer at World Food Programme in Addis Ababa. Requirements: Master's degree, 9 years experience, skills: Machine Learning, Accounting, Data Analysis, CSS, Oracle, Marketing, Java."
Human Resources Assistant,CARE Ethiopia,Debre Zeit,Diploma,3,"QuickBooks, Teamwork, Oracle","We are looking for a Human Resources Assistant at CARE Ethiopia in Debre Zeit. Requirements: Diploma degree, 3 years experience, skills: QuickBooks, Teamwork, Oracle."
Customer Service Officer,UNICEF Ethiopia,Addis Ababa,Diploma,5,"CSS, Teamwork, SAP, Data Analysis, Cybersecurity, Cisco, Java","We are looking for a Customer Service Officer at UNICEF Ethiopia in Addis Ababa. Requirements: Diploma degree, 5 years experience, skills: CSS, Teamwork, SAP, Data Analysis, Cybersecurity, Cisco, Java."
Tour Guide,PSI Ethiopia,Debre Zeit,Diploma,5,"Data Analysis, NumPy, Communication, Pandas, Teaching, QuickBooks, Sales","We are looking for a Tour Guide at PSI Ethiopia in Debre Zeit. Requirements: Diploma degree, 5 years experience, skills: Data Analysis, NumPy, Communication, Pandas, Teaching, QuickBooks, Sales."
Teacher,Commercial Bank of Ethiopia,Mekelle,Diploma,10,"Microsoft Office, NumPy, Excel, English, QuickBooks, Cisco, Teamwork, Networking","We are looking for a Teacher at Commercial Bank of Ethiopia in Mekelle. Requirements: Diploma degree, 10 years experience, skills: Microsoft Office, NumPy, Excel, English, QuickBooks, Cisco, Teamwork, Networking."
Accountant,Habesha Breweries,Bahir Dar,Diploma,0,"Machine Learning, JavaScript, Flask, AWS, CSS, Data Analysis, QuickBooks","We are looking for a Accountant at Habesha Breweries in Bahir Dar. Requirements: Diploma degree, 0 years experience, skills: Machine Learning, JavaScript, Flask, AWS, CSS, Data Analysis, QuickBooks."
Architect,Ethiopian Shipping Lines,Mekelle,Master's,4,"CSS, Project Management, Writing","We are looking for a Architect at Ethiopian Shipping Lines in Mekelle. Requirements: Master's degree, 4 years experience, skills: CSS, Project Management, Writing."
Translator (Amharic/English),Awash Bank,Hawassa,Master's,1,"CCNA, NumPy, Java, Scikit-learn, PyTorch, Communication","We are looking for a Translator (Amharic/English) at Awash Bank in Hawassa. Requirements: Master's degree, 1 years experience, skills: CCNA, NumPy, Java, Scikit-learn, PyTorch, Communication."
Content Writer,Ministry of Education,Addis Ababa,Master's,5,"QuickBooks, Linux, Networking, Java, Amharic, Teaching, Data Analysis","We are looking for a Content Writer at Ministry of Education in Addis Ababa. Requirements: Master's degree, 5 years experience, skills: QuickBooks, Linux, Networking, Java, Amharic, Teaching, Data Analysis."
Financial Analyst,Awash Bank,Jimma,High School,1,"Customer Service, Microsoft Office, Java, Flask, HTML, AWS, Docker","We are looking for a Financial Analyst at Awash Bank in Jimma. Requirements: High School degree, 1 years experience, skills: Customer Service, Microsoft Office, Java, Flask, HTML, AWS, Docker."
Customer Service Officer,UNICEF Ethiopia,Hawassa,Master's,6,"Microsoft Office, CCNA, Django","We are looking for a Customer Service Officer at UNICEF Ethiopia in Hawassa. Requirements: Master's degree, 6 years experience, skills: Microsoft Office, CCNA, Django."
Electrician,PSI Ethiopia,Debre Zeit,Diploma,10,"Django, Excel, SQL, NumPy","We are looking for a Electrician at PSI Ethiopia in Debre Zeit. Requirements: Diploma degree, 10 years experience, skills: Django, Excel, SQL, NumPy."
Nurse,Ministry of Education,Gondar,High School,10,"Accounting, TensorFlow, QuickBooks","We are looking for a Nurse at Ministry of Education in Gondar. Requirements: High School degree, 10 years experience, skills: Accounting, TensorFlow, QuickBooks."
Nurse,Ethiopian Airlines,Addis Ababa,Diploma,6,"Django, Teaching, CCNA, Machine Learning, QuickBooks, Leadership, Microsoft Office","We are looking for a Nurse at Ethiopian Airlines in Addis Ababa. Requirements: Diploma degree, 6 years experience, skills: Django, Teaching, CCNA, Machine Learning, QuickBooks, Leadership, Microsoft Office."
Network Administrator,Commercial Bank of Ethiopia,Dire Dawa,Bachelor's,5,"Java, Python, Customer Service, AWS, HTML, Marketing, Leadership, TensorFlow","We are looking for a Network Administrator at Commercial Bank of Ethiopia in Dire Dawa. Requirements: Bachelor's degree, 5 years experience, skills: Java, Python, Customer Service, AWS, HTML, Marketing, Leadership, TensorFlow."
Tour Guide,Commercial Bank of Ethiopia,Bahir Dar,High School,0,"Flask, Teamwork, Cisco, Research, SAP, Excel, Oracle","We are looking for a Tour Guide at Commercial Bank of Ethiopia in Bahir Dar. Requirements: High School degree, 0 years experience, skills: Flask, Teamwork, Cisco, Research, SAP, Excel, Oracle."
Data Analyst,CARE Ethiopia,Gondar,Master's,2,"Cisco, Machine Learning, AWS, English, Java, Django, Sales","We are looking for a Data Analyst at CARE Ethiopia in Gondar. Requirements: Master's degree, 2 years experience, skills: Cisco, Machine Learning, AWS, English, Java, Django, Sales."
Auditor,Homegrown Ethiopia,Debre Zeit,Master's,9,"Leadership, Cybersecurity, JavaScript, Machine Learning, Cisco","We are looking for a Auditor at Homegrown Ethiopia in Debre Zeit. Requirements: Master's degree, 9 years experience, skills: Leadership, Cybersecurity, JavaScript, Machine Learning, Cisco."
Mechanic,World Food Programme,Gondar,High School,7,"Leadership, Oracle, HTML, Excel, Linux","We are looking for a Mechanic at World Food Programme in Gondar. Requirements: High School degree, 7 years experience, skills: Leadership, Oracle, HTML, Excel, Linux."
Electrician,Ethio Telecom,Debre Zeit,Diploma,3,"Flask, Ethical Hacking, CSS, QuickBooks, Microsoft Office, Data Analysis","We are looking for a Electrician at Ethio Telecom in Debre Zeit. Requirements: Diploma degree, 3 years experience, skills: Flask, Ethical Hacking, CSS, QuickBooks, Microsoft Office, Data Analysis."
Civil Engineer,Population Services International,Jimma,Master's,3,"Customer Service, Oracle, Communication, Teamwork, Docker, Machine Learning, Microsoft Office, Git","We are looking for a Civil Engineer at Population Services International in Jimma. Requirements: Master's degree, 3 years experience, skills: Customer Service, Oracle, Communication, Teamwork, Docker, Machine Learning, Microsoft Office, Git."
Customer Service Officer,Addis Ababa University,Dire Dawa,Master's,0,"Java, NumPy, Marketing, Pandas, SQL, Ethical Hacking, Writing","We are looking for a Customer Service Officer at Addis Ababa University in Dire Dawa. Requirements: Master's degree, 0 years experience, skills: Java, NumPy, Marketing, Pandas, SQL, Ethical Hacking, Writing."
Project Manager,World Food Programme,Dire Dawa,Master's,8,"HTML, Docker, Scikit-learn, QuickBooks","We are looking for a Project Manager at World Food Programme in Dire Dawa. Requirements: Master's degree, 8 years experience, skills: HTML, Docker, Scikit-learn, QuickBooks."
Network Administrator,PSI Ethiopia,Gondar,High School,6,"Marketing, Accounting, Sales","We are looking for a Network Administrator at PSI Ethiopia in Gondar. Requirements: High School degree, 6 years experience, skills: Marketing, Accounting, Sales."
Procurement Officer,Oxfam GB,Dire Dawa,High School,7,"Networking, Teaching, SQL, PyTorch, Django, Microsoft Office, Sales, Cybersecurity","We are looking for a Procurement Officer at Oxfam GB in Dire Dawa. Requirements: High School degree, 7 years experience, skills: Networking, Teaching, SQL, PyTorch, Django, Microsoft Office, Sales, Cybersecurity."
Mechanic,UNICEF Ethiopia,Dire Dawa,Diploma,5,"CSS, SAP, Ethical Hacking, CCNA, Excel, Writing","We are looking for a Mechanic at UNICEF Ethiopia in Dire Dawa. Requirements: Diploma degree, 5 years experience, skills: CSS, SAP, Ethical Hacking, CCNA, Excel, Writing."
Marketing Officer,Commercial Bank of Ethiopia,Hawassa,Master's,10,"Data Analysis, Linux, JavaScript","We are looking for a Marketing Officer at Commercial Bank of Ethiopia in Hawassa. Requirements: Master's degree, 10 years experience, skills: Data Analysis, Linux, JavaScript."
Procurement Officer,Habesha Breweries,Addis Ababa,Diploma,9,"Scikit-learn, Teamwork, JavaScript, SAP, Data Analysis, HTML","We are looking for a Procurement Officer at Habesha Breweries in Addis Ababa. Requirements: Diploma degree, 9 years experience, skills: Scikit-learn, Teamwork, JavaScript, SAP, Data Analysis, HTML."
Financial Analyst,NIB Insurance,Dire Dawa,High School,8,"English, Marketing, Scikit-learn, Customer Service","We are looking for a Financial Analyst at NIB Insurance in Dire Dawa. Requirements: High School degree, 8 years experience, skills: English, Marketing, Scikit-learn, Customer Service."
Teacher,Commercial Bank of Ethiopia,Debre Zeit,Diploma,1,"SAP, PyTorch, Teamwork, JavaScript, Data Analysis","We are looking for a Teacher at Commercial Bank of Ethiopia in Debre Zeit. Requirements: Diploma degree, 1 years experience, skills: SAP, PyTorch, Teamwork, JavaScript, Data Analysis."
Project Manager,NIB Insurance,Gondar,High School,7,"JavaScript, AWS, SAP","We are looking for a Project Manager at NIB Insurance in Gondar. Requirements: High School degree, 7 years experience, skills: JavaScript, AWS, SAP."
Logistics Coordinator,Homegrown Ethiopia,Mekelle,Master's,9,"CSS, CCNA, Pandas, Communication","We are looking for a Logistics Coordinator at Homegrown Ethiopia in Mekelle. Requirements: Master's degree, 9 years experience, skills: CSS, CCNA, Pandas, Communication."
Administrative Assistant,Commercial Bank of Ethiopia,Jimma,High School,10,"HTML, PyTorch, Teaching, Networking","We are looking for a Administrative Assistant at Commercial Bank of Ethiopia in Jimma. Requirements: High School degree, 10 years experience, skills: HTML, PyTorch, Teaching, Networking."
Graphic Designer,Pathfinder International,Addis Ababa,Bachelor's,3,"Cybersecurity, Oracle, Flask, Project Management, Marketing","We are looking for a Graphic Designer at Pathfinder International in Addis Ababa. Requirements: Bachelor's degree, 3 years experience, skills: Cybersecurity, Oracle, Flask, Project Management, Marketing."
Auditor,Awash Bank,Debre Zeit,Diploma,8,"Flask, TensorFlow, Accounting","We are looking for a Auditor at Awash Bank in Debre Zeit. Requirements: Diploma degree, 8 years experience, skills: Flask, TensorFlow, Accounting."
Accountant,NIB Insurance,Mekelle,High School,5,"Git, Machine Learning, Writing, Cybersecurity, Linux, Docker, Teaching","We are looking for a Accountant at NIB Insurance in Mekelle. Requirements: High School degree, 5 years experience, skills: Git, Machine Learning, Writing, Cybersecurity, Linux, Docker, Teaching."
Content Writer,World Food Programme,Gondar,Bachelor's,1,"Teaching, Machine Learning, Sales","We are looking for a Content Writer at World Food Programme in Gondar. Requirements: Bachelor's degree, 1 years experience, skills: Teaching, Machine Learning, Sales."
Network Administrator,World Food Programme,Addis Ababa,Bachelor's,10,"Leadership, Teaching, CCNA, Sales, Teamwork, AWS","We are looking for a Network Administrator at World Food Programme in Addis Ababa. Requirements: Bachelor's degree, 10 years experience, skills: Leadership, Teaching, CCNA, Sales, Teamwork, AWS."
Translator (Amharic/English),Awash Bank,Dire Dawa,Master's,0,"SAP, SQL, Leadership, English, Teaching, Machine Learning, Linux, Amharic","We are looking for a Translator (Amharic/English) at Awash Bank in Dire Dawa. Requirements: Master's degree, 0 years experience, skills: SAP, SQL, Leadership, English, Teaching, Machine Learning, Linux, Amharic."
Procurement Officer,Commercial Bank of Ethiopia,Mekelle,Master's,6,"PyTorch, Leadership, Accounting, Marketing, Customer Service, Research","We are looking for a Procurement Officer at Commercial Bank of Ethiopia in Mekelle. Requirements: Master's degree, 6 years experience, skills: PyTorch, Leadership, Accounting, Marketing, Customer Service, Research."
Sales Representative,Pathfinder International,Mekelle,Master's,0,"Networking, Amharic, Leadership, Oracle, AWS, Cisco","We are looking for a Sales Representative at Pathfinder International in Mekelle. Requirements: Master's degree, 0 years experience, skills: Networking, Amharic, Leadership, Oracle, AWS, Cisco."
Hotel Manager,Habesha Breweries,Mekelle,Bachelor's,7,"Oracle, Writing, JavaScript, Customer Service, Flask, Python, HTML, Linux","We are looking for a Hotel Manager at Habesha Breweries in Mekelle. Requirements: Bachelor's degree, 7 years experience, skills: Oracle, Writing, JavaScript, Customer Service, Flask, Python, HTML, Linux."
Data Analyst,Population Services International,Adama,Bachelor's,7,"HTML, CSS, Java, Project Management","We are looking for a Data Analyst at Population Services International in Adama. Requirements: Bachelor's degree, 7 years experience, skills: HTML, CSS, Java, Project Management."
Sales Representative,Addis Ababa University,Gondar,Master's,3,"Oracle, Docker, TensorFlow","We are looking for a Sales Representative at Addis Ababa University in Gondar. Requirements: Master's degree, 3 years experience, skills: Oracle, Docker, TensorFlow."
Civil Engineer,Ethio Telecom,Debre Zeit,Diploma,3,"Machine Learning, Writing, PyTorch","We are looking for a Civil Engineer at Ethio Telecom in Debre Zeit. Requirements: Diploma degree, 3 years experience, skills: Machine Learning, Writing, PyTorch."
Mechanic,SOS Children's Villages,Mekelle,High School,3,"SQL, Cybersecurity, Marketing, Communication","We are looking for a Mechanic at SOS Children's Villages in Mekelle. Requirements: High School degree, 3 years experience, skills: SQL, Cybersecurity, Marketing, Communication."
Accountant,PSI Ethiopia,Adama,Bachelor's,2,"Java, Amharic, TensorFlow, Writing, Machine Learning, Cybersecurity, Communication","We are looking for a Accountant at PSI Ethiopia in Adama. Requirements: Bachelor's degree, 2 years experience, skills: Java, Amharic, TensorFlow, Writing, Machine Learning, Cybersecurity, Communication."
Project Manager,SOS Children's Villages,Debre Zeit,Master's,1,"Git, Linux, Java, Accounting, Data Analysis, Writing, TensorFlow","We are looking for a Project Manager at SOS Children's Villages in Debre Zeit. Requirements: Master's degree, 1 years experience, skills: Git, Linux, Java, Accounting, Data Analysis, Writing, TensorFlow."
Hotel Manager,Awash Bank,Dire Dawa,Bachelor's,5,"Networking, Cisco, Leadership, Linux, Communication, Writing, Microsoft Office, Git","We are looking for a Hotel Manager at Awash Bank in Dire Dawa. Requirements: Bachelor's degree, 5 years experience, skills: Networking, Cisco, Leadership, Linux, Communication, Writing, Microsoft Office, Git."
Data Analyst,Dashen Bank,Adama,High School,2,"Oracle, QuickBooks, Sales","We are looking for a Data Analyst at Dashen Bank in Adama. Requirements: High School degree, 2 years experience, skills: Oracle, QuickBooks, Sales."
Mechanic,Ministry of Education,Bahir Dar,Master's,10,"English, Django, HTML, Flask, Accounting","We are looking for a Mechanic at Ministry of Education in Bahir Dar. Requirements: Master's degree, 10 years experience, skills: English, Django, HTML, Flask, Accounting."
Accountant,World Food Programme,Mekelle,Diploma,3,"SAP, Cybersecurity, Accounting, Ethical Hacking, Teaching","We are looking for a Accountant at World Food Programme in Mekelle. Requirements: Diploma degree, 3 years experience, skills: SAP, Cybersecurity, Accounting, Ethical Hacking, Teaching."
Teacher,Ethiopian Shipping Lines,Addis Ababa,Bachelor's,7,"Microsoft Office, Sales, SAP, Ethical Hacking, CSS, NumPy, Writing","We are looking for a Teacher at Ethiopian Shipping Lines in Addis Ababa. Requirements: Bachelor's degree, 7 years experience, skills: Microsoft Office, Sales, SAP, Ethical Hacking, CSS, NumPy, Writing."
Hotel Manager,PSI Ethiopia,Hawassa,High School,5,"Linux, Marketing, Git, Python, Accounting, Teaching","We are looking for a Hotel Manager at PSI Ethiopia in Hawassa. Requirements: High School degree, 5 years experience, skills: Linux, Marketing, Git, Python, Accounting, Teaching."
Accountant,SOS Children's Villages,Addis Ababa,Diploma,10,"Django, CCNA, Project Management, Ethical Hacking, Networking, English","We are looking for a Accountant at SOS Children's Villages in Addis Ababa. Requirements: Diploma degree, 10 years experience, skills: Django, CCNA, Project Management, Ethical Hacking, Networking, English."
Electrician,Population Services International,Hawassa,Bachelor's,6,"Pandas, TensorFlow, Customer Service, Python, Communication, AWS","We are looking for a Electrician at Population Services International in Hawassa. Requirements: Bachelor's degree, 6 years experience, skills: Pandas, TensorFlow, Customer Service, Python, Communication, AWS."
Mechanic,Ethiopian Airlines,Dire Dawa,Diploma,1,"Communication, Sales, Oracle","We are looking for a Mechanic at Ethiopian Airlines in Dire Dawa. Requirements: Diploma degree, 1 years experience, skills: Communication, Sales, Oracle."
Logistics Coordinator,NIB Insurance,Addis Ababa,Bachelor's,4,"Sales, SQL, Data Analysis, English, Teaching, Docker","We are looking for a Logistics Coordinator at NIB Insurance in Addis Ababa. Requirements: Bachelor's degree, 4 years experience, skills: Sales, SQL, Data Analysis, English, Teaching, Docker."
Sales Representative,Ministry of Education,Adama,Bachelor's,7,"Teaching, Cybersecurity, Linux","We are looking for a Sales Representative at Ministry of Education in Adama. Requirements: Bachelor's degree, 7 years experience, skills: Teaching, Cybersecurity, Linux."
Administrative Assistant,SOS Children's Villages,Addis Ababa,Master's,3,"Customer Service, Pandas, CSS, Data Analysis, Cisco, Ethical Hacking, Django, Flask","We are looking for a Administrative Assistant at SOS Children's Villages in Addis Ababa. Requirements: Master's degree, 3 years experience, skills: Customer Service, Pandas, CSS, Data Analysis, Cisco, Ethical Hacking, Django, Flask."
Translator (Amharic/English),Commercial Bank of Ethiopia,Adama,Diploma,3,"SQL, Sales, Communication, Docker, PyTorch, NumPy","We are looking for a Translator (Amharic/English) at Commercial Bank of Ethiopia in Adama. Requirements: Diploma degree, 3 years experience, skills: SQL, Sales, Communication, Docker, PyTorch, NumPy."
Accountant,UNICEF Ethiopia,Dire Dawa,High School,8,"JavaScript, Linux, CCNA, Teamwork, Microsoft Office, Marketing, Python","We are looking for a Accountant at UNICEF Ethiopia in Dire Dawa. Requirements: High School degree, 8 years experience, skills: JavaScript, Linux, CCNA, Teamwork, Microsoft Office, Marketing, Python."
Accountant,Awash Bank,Jimma,Bachelor's,9,"Django, Data Analysis, NumPy, Teaching","We are looking for a Accountant at Awash Bank in Jimma. Requirements: Bachelor's degree, 9 years experience, skills: Django, Data Analysis, NumPy, Teaching."
Mechanic,SOS Children's Villages,Adama,Bachelor's,4,"Pandas, Git, Teaching","We are looking for a Mechanic at SOS Children's Villages in Adama. Requirements: Bachelor's degree, 4 years experience, skills: Pandas, Git, Teaching."
Civil Engineer,UNICEF Ethiopia,Mekelle,Diploma,6,"SQL, Cisco, QuickBooks","We are looking for a Civil Engineer at UNICEF Ethiopia in Mekelle. Requirements: Diploma degree, 6 years experience, skills: SQL, Cisco, QuickBooks."
Customer Service Officer,World Food Programme,Gondar,Diploma,1,"Ethical Hacking, Marketing, Linux, CSS, Cisco, Java","We are looking for a Customer Service Officer at World Food Programme in Gondar. Requirements: Diploma degree, 1 years experience, skills: Ethical Hacking, Marketing, Linux, CSS, Cisco, Java."
